กรอก Room ID,กรอก Code,อัปโหลดรูปที่แคปมา,หัวข้อสนทนา (Topic),คุณเรียกความสัมพันธ์นี้อย่างไร ? (How do you call your relationship ?),"ให้คะแนนระดับความสนิทสนม ความไว้เนื้อเชื่อใจ (Closeness, Trust and Commitment)","ให้คะแนนระดับการให้เกียรติ การให้ความเคารพ (Authority,  and Respect)",กรอกลิงค์บทสนากรุณากรอก url ในรูปแบบดังนี้ http://181.215.78.221:5000/chat_room/{ตัวเลขห้อง},ยินยอมเงื่อนไขที่กล่าวมาข้างต้นหรือไม่ ?
143,bb0fa19b5c,https://www.api.wang.in.th:3001/static/pictures/answer/6368efbf6149b20630e6ec69/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/db51188bd4a0b1b0a9745157cdcf4949_---_Screen%20Shot%202566-01-05%20at%2011.38.17%20AM.png,การใช้บัตรเครดิต,คู่รัก (Love Partner),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/143,ยินยอม
149,ae5397a525,https://www.api.wang.in.th:3001/static/pictures/answer/62a3dc92a389917c03b905bf/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/7283f651b742880a4faabdc5e4d056f1_---_messageImage_1672893684881.jpg,การเลือกวิทยาลัย,คนในครอบครัว (Family),สนิทกันมาก,ให้เกียรติ,http://181.215.78.221:5000/chat_room/149,ยินยอม
155,19026468c7,https://www.api.wang.in.th:3001/static/pictures/answer/62a3dc92a389917c03b905bf/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/9183813a1d7a2e4670d968c20a4fc168_---_messageImage_1672894189341.jpg,การใช้บัตรเครดิต,คนในครอบครัว (Family),สนิทกันมาก,ให้เกียรติ,http://181.215.78.221:5000/chat_room/155,ยินยอม
175,1bdb542101,https://www.api.wang.in.th:3001/static/pictures/answer/625d827baf135a319223d082/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/6ca72c9cf5ff4e1b9bd40cdfdfa2218d_---_scren.png,งานอดิเรกและงานฝีมือ,เพื่อน (Friend),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/175,ยินยอม
174,1b220f2998,https://www.api.wang.in.th:3001/static/pictures/answer/62a3dc92a389917c03b905bf/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/508a5687c21dba4fb7320b2932c30863_---_messageImage_1672899750278.jpg,สัตว์เลี้ยง,เพื่อนร่วมงาน (Work colleague),แค่คนรู้จักกัน,ให้เกียรติ,http://181.215.78.221:5000/chat_room/174,ยินยอม
181,705bc9c669,https://www.api.wang.in.th:3001/static/pictures/answer/62a3dc92a389917c03b905bf/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/84e758f26c9845546f57905224f14743_---_messageImage_1672900211792.jpg,ภาพยนตร์,เพื่อนร่วมงาน (Work colleague),แค่คนรู้จักกัน,ให้เกียรติ,http://181.215.78.221:5000/chat_room/181,ยินยอม
186,c5d3133fa7,https://www.api.wang.in.th:3001/static/pictures/answer/62a3dc92a389917c03b905bf/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/2a9bc6b834640d8482e30ab4a11d95cb_---_messageImage_1672900637314.jpg,บ้าน,เพื่อนร่วมงาน (Work colleague),แค่คนรู้จักกัน,ให้เกียรติ,http://181.215.78.221:5000/chat_room/186,ยินยอม
202,ece06b41d8,https://www.api.wang.in.th:3001/static/pictures/answer/62a3dc92a389917c03b905bf/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/9adefc7fc545539d0641e40cd2ba57b4_---_messageImage_1672901891920.jpg,ชีวิตครอบครัว,คนในครอบครัว (Family),สนิทกันมาก,ให้เกียรติมาก,http://181.215.78.221:5000/chat_room/202,ยินยอม
208,00cab4e7ea,https://www.api.wang.in.th:3001/static/pictures/answer/62a3dc92a389917c03b905bf/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/9c284fee64c537494bc8b9aa7da9c503_---_messageImage_1672902642106.jpg,ซื้อรถ,คนในครอบครัว (Family),สนิทกันมาก,ให้เกียรติมาก,http://181.215.78.221:5000/chat_room/208,ยินยอม
210,e89a01bf8d,https://www.api.wang.in.th:3001/static/pictures/answer/61d5670dc9d0b86baf8f6f16/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/1cfbd8a8c904826deb5be06e802aeafb_---_Screenshot_20230105-141500_Chrome.jpg,มลพิษทางอากาศ,เพื่อน (Friend),แค่คนรู้จักกัน,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/210,ยินยอม
196,4a637644be,https://www.api.wang.in.th:3001/static/pictures/answer/61d5670dc9d0b86baf8f6f16/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/e9891cc2bf64a74dba711c1591c6110b_---_Screenshot_20230105-140054_Chrome.jpg,บ้าน,คนในครอบครัว (Family),สนิทกันมาก,ให้เกียรติมาก,http://181.215.78.221:5000/chat_room/196,ยินยอม
177,999cf64245,https://www.api.wang.in.th:3001/static/pictures/answer/61d5670dc9d0b86baf8f6f16/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/4192817a4ad0f4832856c9d1cb734f7b_---_Screenshot_20230105-133904_Chrome.jpg,ร้านอาหาร,เพื่อน (Friend),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/177,ยินยอม
271,03e70e10dc,https://www.api.wang.in.th:3001/static/pictures/answer/625d827baf135a319223d082/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/b0c2e8014a5e9e34696ad82f6b6bbf82_---_Screenshot%202023-01-05%20180752.png,สภาพอากาศ,คนในครอบครัว (Family),สนิทกันมาก,ให้เกียรติมาก,http://181.215.78.221:5000/chat_room/271,ยินยอม
273,e10cff9bb8,https://www.api.wang.in.th:3001/static/pictures/answer/625d827baf135a319223d082/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/9ebae0cff31560b2383fdf8406d7fbcc_---_322824320_6141807905853053_6836919208508133685_n.jpg,เสื้อผ้าและเครื่องแต่งกาย,คนในครอบครัว (Family),สนิทกันมาก,ให้เกียรติมาก,http://181.215.78.221:5000/chat_room/273,ยินยอม
281,02cbfe2712,https://www.api.wang.in.th:3001/static/pictures/answer/611a2070cf5abe28e316da92/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/2747c26f17e197baba42fc3cfe456644_---_%E0%B8%A0%E0%B8%B2%E0%B8%9E%E0%B8%96%E0%B9%88%E0%B8%B2%E0%B8%A2%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B8%88%E0%B8%AD%202566-01-05%20%E0%B9%80%E0%B8%A7%E0%B8%A5%E0%B8%B2%2018.30.32.png/https://www.api.wang.in.th:3001/static/pictures/answer/611a2070cf5abe28e316da92/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/65e4b3b0f62fb85f6cafc3f868ef1319_---_%E0%B8%A0%E0%B8%B2%E0%B8%9E%E0%B8%96%E0%B9%88%E0%B8%B2%E0%B8%A2%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B8%88%E0%B8%AD%202566-01-05%20%E0%B9%80%E0%B8%A7%E0%B8%A5%E0%B8%B2%2018.30.07.png,ดนตรี,เพื่อน (Friend),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/281,ยินยอม
285,26d278071f,https://www.api.wang.in.th:3001/static/pictures/answer/619068864884fc08a0b04f99/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/2a48b9cad69273e824a58b9e32322e9d_---_Screenshot_20230105-183712_Chrome.jpg,การทำอาหาร,เพื่อน (Friend),สนิทกันมาก,ให้เกียรติมาก,http://181.215.78.221:5000/chat_room/285,ยินยอม
290,171f1031cf,https://www.api.wang.in.th:3001/static/pictures/answer/616ee4c9117a021c8e73ead3/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/7091355dbd3174a16551ef14b36c9e67_---_Screenshot_20230105_190349_Samsung%20Internet.jpg,ชีวิตครอบครัว,เพื่อน (Friend),สนิทกันมาก,ให้เกียรติ,http://181.215.78.221:5000/chat_room/290,ยินยอม
294,8acf5f7dec,https://www.api.wang.in.th:3001/static/pictures/answer/6190babbb17885085cb6319d/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/49ae5b84eb8ab4d6ec4affd910350baf_---_628DDEC7-838C-4CEB-994D-6943556A4381.png,สภาพอากาศ,คู่รัก (Love Partner),สนิทกันมาก,ให้เกียรติมาก,http://181.215.78.221:5000/chat_room/294,ยินยอม
304,73b5e29de7,https://www.api.wang.in.th:3001/static/pictures/answer/633fa25c00bfd0265e26cf9a/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/8b615806ff9c75527883594a8d1e7e81_---_MicrosoftTeams-image.png,ร้านอาหาร,คนในครอบครัว (Family),สนิทกันมาก,ให้เกียรติ,http://181.215.78.221:5000/chat_room/304,ยินยอม
308,145a8a3e76,https://www.api.wang.in.th:3001/static/pictures/answer/611a2070cf5abe28e316da92/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/d6651238cba5914716454c3a84ae674b_---_%E0%B8%A0%E0%B8%B2%E0%B8%9E%E0%B8%96%E0%B9%88%E0%B8%B2%E0%B8%A2%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B8%88%E0%B8%AD%202566-01-05%20%E0%B9%80%E0%B8%A7%E0%B8%A5%E0%B8%B2%2019.22.25.png/https://www.api.wang.in.th:3001/static/pictures/answer/611a2070cf5abe28e316da92/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/8cf065dc7c13c5bf40754536102e9c63_---_%E0%B8%A0%E0%B8%B2%E0%B8%9E%E0%B8%96%E0%B9%88%E0%B8%B2%E0%B8%A2%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B8%88%E0%B8%AD%202566-01-05%20%E0%B9%80%E0%B8%A7%E0%B8%A5%E0%B8%B2%2019.22.19.png,สัตว์เลี้ยง,เพื่อน (Friend),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/308,ยินยอม
306,3be3216e45,https://www.api.wang.in.th:3001/static/pictures/answer/625d827baf135a319223d082/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/7c99a209394c502b047de023a6073b2d_---_Screenshot%202023-01-05%20192353.png,ดนตรี,คู่รัก (Love Partner),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/306,ยินยอม
316,481c81899c,https://www.api.wang.in.th:3001/static/pictures/answer/611a2070cf5abe28e316da92/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/27d7aae3ab28e64506586048e078eaf8_---_%E0%B8%A0%E0%B8%B2%E0%B8%9E%E0%B8%96%E0%B9%88%E0%B8%B2%E0%B8%A2%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B8%88%E0%B8%AD%202566-01-05%20%E0%B9%80%E0%B8%A7%E0%B8%A5%E0%B8%B2%2019.32.18.png/https://www.api.wang.in.th:3001/static/pictures/answer/611a2070cf5abe28e316da92/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/f35c3d0dc03986cdbd6048357deb9640_---_%E0%B8%A0%E0%B8%B2%E0%B8%9E%E0%B8%96%E0%B9%88%E0%B8%B2%E0%B8%A2%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B8%88%E0%B8%AD%202566-01-05%20%E0%B9%80%E0%B8%A7%E0%B8%A5%E0%B8%B2%2019.32.31.png,บ้าน,เพื่อน (Friend),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/316,ยินยอม
317,b57f2d7bab,https://www.api.wang.in.th:3001/static/pictures/answer/625d827baf135a319223d082/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/6a399de1d66b64035afe43d896ebb7ff_---_324162137_717083960093249_2301101624438081977_n.jpg,การรีไซเคิล,เพื่อนร่วมงาน (Work colleague),แค่คนรู้จักกัน,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/317,ยินยอม
326,920092934c,https://www.api.wang.in.th:3001/static/pictures/answer/633fa25c00bfd0265e26cf9a/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/a913caf45cf2ca03d349bc3678a0de11_---_messageImage_1672923753555.jpg,การใช้บัตรเครดิต,เพื่อน (Friend),แค่คนรู้จักกัน,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/326,ยินยอม
327,a786974206,https://www.api.wang.in.th:3001/static/pictures/answer/625d827baf135a319223d082/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/6a399de1d66b64035afe43d896ebb7ff_---_324162137_717083960093249_2301101624438081977_n.jpg,ชีวิตครอบครัว,เพื่อน (Friend),แค่คนรู้จักกัน,ให้เกียรติ,http://181.215.78.221:5000/chat_room/327,ยินยอม
332,d9d6e5a32f,https://www.api.wang.in.th:3001/static/pictures/answer/62ce5ff571d3df0863796e9a/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/3952ba85cad0572b72ee1ada3ab35346_---_0AC5E7C0-3662-4852-BB93-604EF4237A51.jpeg,ดนตรี,เพื่อน (Friend),แค่คนรู้จักกัน,ให้เกียรติ,http://181.215.78.221:5000/chat_room/332,ยินยอม
333,96f292ca1b,https://www.api.wang.in.th:3001/static/pictures/answer/62ce5ff571d3df0863796e9a/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/59ece779ef3f45694f781e684e804a69_---_CEF4BE2B-0015-4D65-85B5-2EC5BF485937.jpeg,เสื้อผ้าและเครื่องแต่งกาย,คู่รัก (Love Partner),สนิทกันมาก,ให้เกียรติมาก,http://181.215.78.221:5000/chat_room/333,ยินยอม
